"scale","ethical_principle","diff"
"scale = 2","reward land
 and resource",-0.2888886392
"scale = 2","reward
 all three",0.0036338916
"scale = 2","selfishness",0.072732146
"scale = 2","generosity",-0.079153045
"scale = 2","tradition
 compliance",0.011933845
"scale = 2","reward
 labor",0.000786540000000002
"scale = 2","reward
 land",-0.12880786238
"scale = 2","reward
 resource",0.16171258
"scale = 2","reward labor
 and land",0.01109876
"scale = 2","reward labor
 and resource",-0.34547781908
"scale = 2","reward land
 and resource",0.192822196
"scale = 2","reward
 all three",0.1023526628
"scale = 2","selfishness",-0.030103247
"scale = 2","generosity",-0.227613128
"scale = 2","tradition
 compliance",-0.0025709955
"scale = 2","reward
 labor",0.737266313
"scale = 2","reward
 land",-0.10737241
"scale = 2","reward
 resource",0.0436172206
"scale = 2","reward labor
 and land",-0.013962043
"scale = 2","reward labor
 and resource",-0.07360230056
"scale = 2","reward land
 and resource",-0.351693888
"scale = 2","reward
 all three",0.026034469
"scale = 2","selfishness",-0.2397156617
"scale = 2","generosity",-0.5573077117
"scale = 2","tradition
 compliance",0.00419034029
"scale = 2","reward
 labor",0.0026187671
"scale = 2","reward
 land",-0.0129889082
"scale = 2","reward
 resource",0.2882704542
"scale = 2","reward labor
 and land",0.5471855276
"scale = 2","reward labor
 and resource",-0.120455839
"scale = 2","reward land
 and resource",0.02954796
"scale = 2","reward
 all three",0.0586550638
"scale = 2","selfishness",0.0714533378
"scale = 2","generosity",0.037771843
"scale = 2","tradition
 compliance",0.0028314607
"scale = 2","reward
 labor",-0.62412713007
"scale = 2","reward
 land",0.0605597392
"scale = 2","reward
 resource",-0.243130362
"scale = 2","reward labor
 and land",0.52627086598
"scale = 2","reward labor
 and resource",-0.0767329436
"scale = 2","reward land
 and resource",0.2320020447
"scale = 2","reward
 all three",0.013101139
"scale = 2","selfishness",0.051309429
"scale = 2","generosity",0.047166912
"scale = 2","tradition
 compliance",0.006324629
"scale = 2","reward
 labor",-0.6563576234
"scale = 2","reward
 land",0.0175900714
"scale = 2","reward
 resource",-0.199752011
"scale = 2","reward labor
 and land",0.5534449306
"scale = 2","reward labor
 and resource",-0.065924127
"scale = 2","reward land
 and resource",0.217353038
"scale = 2","reward
 all three",0.0288447599
"scale = 2","selfishness",-0.039021305
"scale = 2","generosity",-0.00292147
"scale = 2","tradition
 compliance",-0.057420211
"scale = 2","reward
 labor",0.5695278188
"scale = 2","reward
 land",-0.088199177
"scale = 2","reward
 resource",0.0571616907
"scale = 2","reward labor
 and land",-0.16039364574
"scale = 2","reward labor
 and resource",0.1722746481
"scale = 2","reward land
 and resource",-0.2969537367
"scale = 2","reward
 all three",-0.154054599
"scale = 2","selfishness",-0.0473589601
"scale = 2","generosity",0.17194432729
"scale = 2","tradition
 compliance",0.36494107566
"scale = 2","reward
 labor",-0.208775901
"scale = 2","reward
 land",-0.5807566141
"scale = 2","reward
 resource",-0.1052268276
"scale = 2","reward labor
 and land",0.023506267
"scale = 2","reward labor
 and resource",0.0357524226
"scale = 2","reward land
 and resource",0.17975292132
"scale = 2","reward
 all three",0.16622127606
"scale = 2","selfishness",-0.0228618639
"scale = 2","generosity",0.43463440462
"scale = 2","tradition
 compliance",0.41453023624
"scale = 2","reward
 labor",-0.143833319
"scale = 2","reward
 land",-0.75000110696
"scale = 2","reward
 resource",-0.0071493606
"scale = 2","reward labor
 and land",0.006641126
"scale = 2","reward labor
 and resource",-0.0017410984
"scale = 2","reward land
 and resource",0.0232694247
"scale = 2","reward
 all three",0.04651155382
"scale = 2","selfishness",0.087788231
"scale = 2","generosity",-0.3835778068
"scale = 2","tradition
 compliance",-0.20968781579
"scale = 2","reward
 labor",0.21242718521
"scale = 2","reward
 land",0.3570152012
"scale = 2","reward
 resource",0.0409721691
"scale = 2","reward labor
 and land",0.0146295763
"scale = 2","reward labor
 and resource",0.1811815062
"scale = 2","reward land
 and resource",-0.007928074
"scale = 2","reward
 all three",-0.2928201698
"scale = 2","selfishness",-0.6537981606
"scale = 2","generosity",-0.02954996
"scale = 2","tradition
 compliance",0.148488145
"scale = 2","reward
 labor",0.064028391
"scale = 2","reward
 land",0.1144412909
"scale = 2","reward
 resource",0.046823558
"scale = 2","reward labor
 and land",0.062675366
"scale = 2","reward labor
 and resource",-0.033968425
"scale = 2","reward land
 and resource",0.172827788
"scale = 2","reward
 all three",0.108032009
"scale = 2","selfishness",0.7825127848
"scale = 2","generosity",0.025224544
"scale = 2","tradition
 compliance",-0.271390136
"scale = 2","reward
 labor",-0.050433511
"scale = 2","reward
 land",-0.3377667214
"scale = 2","reward
 resource",-0.002770814
"scale = 2","reward labor
 and land",-0.0300491332
"scale = 2","reward labor
 and resource",0.040518072
"scale = 2","reward land
 and resource",-0.04589076
"scale = 2","reward
 all three",-0.1099543227
"scale = 2","selfishness",0.0433378244
"scale = 2","generosity",-0.008525911
"scale = 2","tradition
 compliance",0.22102405606
"scale = 2","reward
 labor",-0.0447370186
"scale = 2","reward
 land",-0.88389842899
"scale = 2","reward
 resource",-0.0085427924
"scale = 2","reward labor
 and land",0.0207962079
"scale = 2","reward labor
 and resource",0.65684387879
"scale = 2","reward land
 and resource",-0.0022881854
"scale = 2","reward
 all three",0.005990369
"scale = 2","selfishness",0.09827356788
"scale = 2","generosity",0.041014206
"scale = 2","tradition
 compliance",0.1457633934
"scale = 2","reward
 labor",0.2749645799
"scale = 2","reward
 land",-0.770730091
"scale = 2","reward
 resource",-0.044195465
"scale = 2","reward labor
 and land",0.03795599
"scale = 2","reward labor
 and resource",0.199706033
"scale = 2","reward land
 and resource",0.0170100181
"scale = 2","reward
 all three",0.0002377656
"scale = 2","selfishness",0.11686396133
"scale = 2","generosity",-0.008518843
"scale = 2","tradition
 compliance",0.173840207
"scale = 2","reward
 labor",0.3343276619
"scale = 2","reward
 land",-0.769860974
"scale = 2","reward
 resource",-0.022819426
"scale = 2","reward labor
 and land",0.030967597
"scale = 2","reward labor
 and resource",0.125379186
"scale = 2","reward land
 and resource",0.0220534713
"scale = 2","reward
 all three",-0.0022328487
"scale = 2","selfishness",-0.675837663
"scale = 2","generosity",0.0582808507
"scale = 2","tradition
 compliance",-0.006737756
"scale = 2","reward
 labor",-0.097586112
"scale = 2","reward
 land",0.12506845732
"scale = 2","reward
 resource",0.1685373924
"scale = 2","reward labor
 and land",0.060787609
"scale = 2","reward labor
 and resource",0.009925636
"scale = 2","reward land
 and resource",0.022232729
"scale = 2","reward
 all three",0.33532885
"scale = 2","selfishness",0.2293961174
"scale = 2","generosity",0.054725432
"scale = 2","tradition
 compliance",0.1110195776
"scale = 2","reward
 labor",-0.0182164694
"scale = 2","reward
 land",0.54412544072
"scale = 2","reward
 resource",-0.0166911128
"scale = 2","reward labor
 and land",-0.021139591
"scale = 2","reward labor
 and resource",-0.006545149
"scale = 2","reward land
 and resource",-0.8750158257
"scale = 2","reward
 all three",-0.0016584154
"scale = 2","selfishness",0.3617463179
"scale = 2","generosity",0.042305863
"scale = 2","tradition
 compliance",0.3823075854
"scale = 2","reward
 labor",0.1175236031
"scale = 2","reward
 land",-0.002764946
"scale = 2","reward
 resource",-0.19883967597
"scale = 2","reward labor
 and land",-0.4126093926
"scale = 2","reward labor
 and resource",0.0004408794
"scale = 2","reward land
 and resource",-0.26850148
"scale = 2","reward
 all three",-0.0216087443
"scale = 2","selfishness",-0.21885992678
"scale = 2","generosity",-0.62454943055
"scale = 2","tradition
 compliance",-0.0594334752
"scale = 2","reward
 labor",-0.0202690037
"scale = 2","reward
 land",-0.003689771
"scale = 2","reward
 resource",0.6150653021
"scale = 2","reward labor
 and land",0.0475562807
"scale = 2","reward labor
 and resource",0.130402126
"scale = 2","reward land
 and resource",0.02189211035
"scale = 2","reward
 all three",0.111885787
"scale = 2","selfishness",-0.61500471788
"scale = 2","generosity",0.180495647
"scale = 2","tradition
 compliance",0.09429288
"scale = 2","reward
 labor",0.0761265869
"scale = 2","reward
 land",0.1010909363
"scale = 2","reward
 resource",0.114919837
"scale = 2","reward labor
 and land",0.020604089
"scale = 2","reward labor
 and resource",0.090274637
"scale = 2","reward land
 and resource",0.1610174722
"scale = 2","reward
 all three",-0.223817359
"scale = 2","selfishness",0.6554571788
"scale = 2","generosity",-0.11234639563
"scale = 2","tradition
 compliance",-0.046129701
"scale = 2","reward
 labor",-0.10261408581
"scale = 2","reward
 land",0.068953463
"scale = 2","reward
 resource",-0.18458062758
"scale = 2","reward labor
 and land",0.030724223
"scale = 2","reward labor
 and resource",-0.1429113311
"scale = 2","reward land
 and resource",-0.3163894655
"scale = 2","reward
 all three",0.149836751
"scale = 2","selfishness",-0.17075845153
"scale = 2","generosity",0.7883455832
"scale = 2","tradition
 compliance",-0.0074935023
"scale = 2","reward
 labor",0.144593437
"scale = 2","reward
 land",-0.18923987583
"scale = 2","reward
 resource",0.0278875368
"scale = 2","reward labor
 and land",-0.3298193041
"scale = 2","reward labor
 and resource",-0.0425758447
"scale = 2","reward land
 and resource",-0.0010803774
"scale = 2","reward
 all three",-0.21985919706
"scale = 2","selfishness",0.3882725709
"scale = 2","generosity",-0.374947012205
"scale = 2","tradition
 compliance",0.050921494
"scale = 2","reward
 labor",-0.10883214919
"scale = 2","reward
 land",0.127984099
"scale = 2","reward
 resource",-0.2336155702
"scale = 2","reward labor
 and land",0.0083012008
"scale = 2","reward labor
 and resource",-0.0502905002
"scale = 2","reward land
 and resource",-0.165619482
"scale = 2","reward
 all three",0.3578253496
"scale = 2","selfishness",0.5118303783
"scale = 2","generosity",-0.244098569058
"scale = 2","tradition
 compliance",0.2566694185
"scale = 2","reward
 labor",-0.11248412549
"scale = 2","reward
 land",0.1405431229
"scale = 2","reward
 resource",-0.0818720525
"scale = 2","reward labor
 and land",-0.10817167269
"scale = 2","reward labor
 and resource",-0.0126511299
"scale = 2","reward land
 and resource",-0.4079082828
"scale = 2","reward
 all three",0.058142901
"scale = 2","selfishness",0.20878293134
"scale = 2","generosity",-0.0063876609
"scale = 2","tradition
 compliance",0.208920596596
"scale = 2","reward
 labor",0.31431510114
"scale = 2","reward
 land",-0.76735192562
"scale = 2","reward
 resource",-0.1424830858
"scale = 2","reward labor
 and land",0.097596121
"scale = 2","reward labor
 and resource",0.0839740555
"scale = 2","reward land
 and resource",-0.0102461078
"scale = 2","reward
 all three",0.012879982
"scale = 2","selfishness",-0.1374413625
"scale = 2","generosity",0.386205302
"scale = 2","tradition
 compliance",-0.7007112356
"scale = 2","reward
 labor",-0.1129616686
"scale = 2","reward
 land",0.25298900546
"scale = 2","reward
 resource",0.11556099246
"scale = 2","reward labor
 and land",-0.01816044417
"scale = 2","reward labor
 and resource",0.0076662899
"scale = 2","reward land
 and resource",0.17349911128
"scale = 2","reward
 all three",0.0333540097
"scale = 2","selfishness",-0.106811971
"scale = 2","generosity",0.370998107
"scale = 2","tradition
 compliance",-0.5460194649
"scale = 2","reward
 labor",-0.235067768
"scale = 2","reward
 land",0.10231913309
"scale = 2","reward
 resource",0.0610230876
"scale = 2","reward labor
 and land",0.037187982
"scale = 2","reward labor
 and resource",0.1172190924
"scale = 2","reward land
 and resource",0.18875614736
"scale = 2","reward
 all three",0.0103956496
"scale = 2","selfishness",0.1014548658
"scale = 2","generosity",-0.029508978
"scale = 2","tradition
 compliance",0.63822995371
"scale = 2","reward
 labor",0.08226937398
"scale = 2","reward
 land",-0.034704094
"scale = 2","reward
 resource",-0.024705413
"scale = 2","reward labor
 and land",0.0258378902
"scale = 2","reward labor
 and resource",-0.5287932713
"scale = 2","reward land
 and resource",-0.31279486885
"scale = 2","reward
 all three",0.0827145298
"scale = 2","selfishness",0.0161480345
"scale = 2","generosity",0.100010728
"scale = 2","tradition
 compliance",-0.1303830707
"scale = 2","reward
 labor",-0.1860785986
"scale = 2","reward
 land",0.028299535
"scale = 2","reward
 resource",-0.0031602707
"scale = 2","reward labor
 and land",0.011683155
"scale = 2","reward labor
 and resource",-0.54250218
"scale = 2","reward land
 and resource",0.68616040976
"scale = 2","reward
 all three",0.0198222512
"scale = 2","selfishness",0.010029935
"scale = 2","generosity",-0.3763549798
"scale = 2","tradition
 compliance",0.1110608818
"scale = 2","reward
 labor",0.57030154939
"scale = 2","reward
 land",-0.002597868
"scale = 2","reward
 resource",0.2105852358
"scale = 2","reward labor
 and land",0.0060012317
"scale = 2","reward labor
 and resource",0.00766118948
"scale = 2","reward land
 and resource",-0.53636018272
"scale = 2","reward
 all three",-0.000326997000000002
"scale = 2","selfishness",-0.0128274942
"scale = 2","generosity",0.0008165432
"scale = 2","tradition
 compliance",-0.070720355
"scale = 2","reward
 labor",-0.647321857274
"scale = 2","reward
 land",-0.0337817242
"scale = 2","reward
 resource",-0.0131534317
"scale = 2","reward labor
 and land",0.9137216593
"scale = 2","reward labor
 and resource",-0.2015426555
"scale = 2","reward land
 and resource",0.0652532909
"scale = 2","reward
 all three",-0.0004439781
"scale = 2","selfishness",0.017126541
"scale = 2","generosity",-0.0536781532
"scale = 2","tradition
 compliance",-0.001862992
"scale = 2","reward
 labor",0.89188621103
"scale = 2","reward
 land",0.0062000348
"scale = 2","reward
 resource",0.013806503
"scale = 2","reward labor
 and land",-0.190564542207
"scale = 2","reward labor
 and resource",0.0095510694
"scale = 2","reward land
 and resource",-0.6285791675
"scale = 2","reward
 all three",-0.063885505
"scale = 2","selfishness",0.0478720513
"scale = 2","generosity",-0.2729713117
"scale = 2","tradition
 compliance",0.38366868065
"scale = 2","reward
 labor",0.381524124
"scale = 2","reward
 land",0.030672705
"scale = 2","reward
 resource",-0.02006274
"scale = 2","reward labor
 and land",-0.2005096982
"scale = 2","reward labor
 and resource",0.0172259674
"scale = 2","reward land
 and resource",-0.1659715299
"scale = 2","reward
 all three",-0.201448245
"scale = 2","selfishness",-0.009911058
"scale = 2","generosity",-0.054852697
"scale = 2","tradition
 compliance",0.57276866337
"scale = 2","reward
 labor",-0.043286919
"scale = 2","reward
 land",-0.0724001402
"scale = 2","reward
 resource",0.05466799
"scale = 2","reward labor
 and land",-0.4734941023
"scale = 2","reward labor
 and resource",-0.0911754082
"scale = 2","reward land
 and resource",0.099269041
"scale = 2","reward
 all three",0.01841464
"scale = 2","selfishness",0.033955448
"scale = 2","generosity",0.0857129357
"scale = 2","tradition
 compliance",0.66505989586
"scale = 2","reward
 labor",0.0301272698
"scale = 2","reward
 land",-0.114862436
"scale = 2","reward
 resource",-0.013838352
"scale = 2","reward labor
 and land",-0.693358719
"scale = 2","reward labor
 and resource",0.009802958
"scale = 2","reward land
 and resource",-0.0647100389
"scale = 2","reward
 all three",0.062111047
"scale = 2","selfishness",0.00193414
"scale = 2","generosity",-0.194801675
"scale = 2","tradition
 compliance",0.2672852466
"scale = 2","reward
 labor",-0.2736529087
"scale = 2","reward
 land",0.118157994
"scale = 2","reward
 resource",-0.3318738576
"scale = 2","reward labor
 and land",0.1435522042
"scale = 2","reward labor
 and resource",0.050706103
"scale = 2","reward land
 and resource",0.214366849
"scale = 2","reward
 all three",0.004325895
"scale = 2","selfishness",-0.7138354578
"scale = 2","generosity",0.0038113665
"scale = 2","tradition
 compliance",-0.0441605245
"scale = 2","reward
 labor",0.3122975512
"scale = 2","reward
 land",0.191569754
"scale = 2","reward
 resource",0.1146955828
"scale = 2","reward labor
 and land",-0.001089743
"scale = 2","reward labor
 and resource",-0.020140793
"scale = 2","reward land
 and resource",0.2386690444
"scale = 2","reward
 all three",-0.081816781
"scale = 2","selfishness",0.779672641011
"scale = 2","generosity",-0.7258213334
"scale = 2","tradition
 compliance",0.0511009937
"scale = 2","reward
 labor",0.0035352776
"scale = 2","reward
 land",0.0056616037
"scale = 2","reward
 resource",-0.1942588775
"scale = 2","reward labor
 and land",0.062770272
"scale = 2","reward labor
 and resource",0.0500904345
"scale = 2","reward land
 and resource",-0.0437563716
"scale = 2","reward
 all three",0.0110053509
"scale = 2","selfishness",0.1986194181
"scale = 2","generosity",0.0058185497
"scale = 2","tradition
 compliance",0.0003584331
"scale = 2","reward
 labor",-0.5645590295
"scale = 2","reward
 land",-0.33736530002
"scale = 2","reward
 resource",0.0261937972
"scale = 2","reward labor
 and land",0.72660808249
"scale = 2","reward labor
 and resource",-0.0439277694
"scale = 2","reward land
 and resource",0.0055912218
"scale = 2","reward
 all three",-0.0173374075
"scale = 2","selfishness",-0.5932157568
"scale = 2","generosity",-0.337242271
"scale = 2","tradition
 compliance",0.1813869089
"scale = 2","reward
 labor",0.01463336103
"scale = 2","reward
 land",0.021447826
"scale = 2","reward
 resource",0.0083259516
"scale = 2","reward labor
 and land",0.43743723162
"scale = 2","reward labor
 and resource",-0.009655606
"scale = 2","reward land
 and resource",0.1930026464
"scale = 2","reward
 all three",0.0838797135
"scale = 2","selfishness",0.41709346767
"scale = 2","generosity",0.04829747341
"scale = 2","tradition
 compliance",-0.031746678
"scale = 2","reward
 labor",-0.12343559
"scale = 2","reward
 land",-0.4906393517
"scale = 2","reward
 resource",0.0937378096
"scale = 2","reward labor
 and land",-0.116020372
"scale = 2","reward labor
 and resource",0.1924513491
"scale = 2","reward land
 and resource",0.014604526
"scale = 2","reward
 all three",-0.00434264
"scale = 2","selfishness",-0.4709622214
"scale = 2","generosity",0.0943189685
"scale = 2","tradition
 compliance",-0.049378061
"scale = 2","reward
 labor",-0.180766696
"scale = 2","reward
 land",0.672721465
"scale = 2","reward
 resource",-0.240800537
"scale = 2","reward labor
 and land",-0.002657834
"scale = 2","reward labor
 and resource",0.0155267952
"scale = 2","reward land
 and resource",0.0187143901
"scale = 2","reward
 all three",0.1432837333
"scale = 2","selfishness",0.61969855079
"scale = 2","generosity",-0.061080171
"scale = 2","tradition
 compliance",0.0532830012
"scale = 2","reward
 labor",0.017337987
"scale = 2","reward
 land",-0.2831220463
"scale = 2","reward
 resource",0.1714514774
"scale = 2","reward labor
 and land",-0.116879896
"scale = 2","reward labor
 and resource",-0.097988581
"scale = 2","reward land
 and resource",-0.2875336971
"scale = 2","reward
 all three",-0.01516662
"scale = 2","selfishness",0.0521988206
"scale = 2","generosity",0.0681753012
"scale = 2","tradition
 compliance",-0.052393468
"scale = 2","reward
 labor",0.6634647148
"scale = 2","reward
 land",0.04832149
"scale = 2","reward
 resource",-0.1097556138
"scale = 2","reward labor
 and land",-0.1227444057
"scale = 2","reward labor
 and resource",-0.41512431383
"scale = 2","reward land
 and resource",0.063475341
"scale = 2","reward
 all three",-0.195617863
"scale = 2","selfishness",0.1205923206
"scale = 2","generosity",0.014033523
"scale = 2","tradition
 compliance",-0.000953805
"scale = 2","reward
 labor",0.71134649393
"scale = 2","reward
 land",-0.326069175
"scale = 2","reward
 resource",-0.0279021694
"scale = 2","reward labor
 and land",-0.2242013336
"scale = 2","reward labor
 and resource",-0.27722676689
"scale = 2","reward land
 and resource",0.039871752
"scale = 2","reward
 all three",-0.029490834
"scale = 2","selfishness",0.8907063052
"scale = 2","generosity",-0.22127790194
"scale = 2","tradition
 compliance",0.0076051478
"scale = 2","reward
 labor",0.0148813091
"scale = 2","reward
 land",-0.169019789
"scale = 2","reward
 resource",0.0038114757
"scale = 2","reward labor
 and land",-0.008218806
"scale = 2","reward labor
 and resource",-0.2724593826
"scale = 2","reward land
 and resource",-0.1791157828
"scale = 2","reward
 all three",-0.066912577
"scale = 2","selfishness",-0.0549138277
"scale = 2","generosity",0.8442149757
"scale = 2","tradition
 compliance",0.0217172873
"scale = 2","reward
 labor",-0.0229637698
"scale = 2","reward
 land",0.0208283654
"scale = 2","reward
 resource",0.0614879342
"scale = 2","reward labor
 and land",-0.82367923951
"scale = 2","reward labor
 and resource",0.0060639739
"scale = 2","reward land
 and resource",-0.003666707
"scale = 2","reward
 all three",-0.0490889903
"scale = 2","selfishness",-0.0543621804
"scale = 2","generosity",0.7119285896
"scale = 2","tradition
 compliance",0.0540723058
"scale = 2","reward
 labor",-0.3017408823
"scale = 2","reward
 land",-0.327536863
"scale = 2","reward
 resource",-0.0319644142
"scale = 2","reward labor
 and land",-0.045965587
"scale = 2","reward labor
 and resource",-0.0068065471
"scale = 2","reward land
 and resource",-0.028566889
"scale = 2","reward
 all three",0.0309424566
"scale = 2","selfishness",0.365723595
"scale = 2","generosity",-0.48470285901
"scale = 2","tradition
 compliance",-0.18929087839
"scale = 2","reward
 labor",0.318168739
"scale = 2","reward
 land",0.0281729765
"scale = 2","reward
 resource",0.160513172
"scale = 2","reward labor
 and land",-0.06584175753
"scale = 2","reward labor
 and resource",-0.084345698
"scale = 2","reward land
 and resource",-0.008217194
"scale = 2","reward
 all three",-0.0401800878
"scale = 2","selfishness",-0.0524888146
"scale = 2","generosity",-0.34653421142
"scale = 2","tradition
 compliance",-0.0252615604
"scale = 2","reward
 labor",-0.1568272354
"scale = 2","reward
 land",0.399057916
"scale = 2","reward
 resource",0.0152559606
"scale = 2","reward labor
 and land",0.51295407992
"scale = 2","reward labor
 and resource",-0.0044936289
"scale = 2","reward land
 and resource",-0.3654791794
"scale = 2","reward
 all three",0.0238166716
"scale = 2","selfishness",0.049706006
"scale = 2","generosity",-0.70740474099
"scale = 2","tradition
 compliance",0.1358010301
"scale = 2","reward
 labor",-0.034559033
"scale = 2","reward
 land",-0.051275229
"scale = 2","reward
 resource",0.17722839516
"scale = 2","reward labor
 and land",0.47898277155
"scale = 2","reward labor
 and resource",-0.0116447904
"scale = 2","reward land
 and resource",-0.015333311
"scale = 2","reward
 all three",-0.021501092
"scale = 2","selfishness",-0.0142955068
"scale = 2","generosity",-0.3398745468
"scale = 2","tradition
 compliance",-0.1289809999
"scale = 2","reward
 labor",0.0112461695
"scale = 2","reward
 land",0.0241959654
"scale = 2","reward
 resource",0.28830091729
"scale = 2","reward labor
 and land",-0.0430471611
"scale = 2","reward labor
 and resource",-0.4351004343
"scale = 2","reward land
 and resource",0.6250990064
"scale = 2","reward
 all three",0.0124565924
"scale = 2","selfishness",-0.0387833181
"scale = 2","generosity",-0.00397056064
"scale = 2","tradition
 compliance",0.01300898517
"scale = 2","reward
 labor",0.02613958633
"scale = 2","reward
 land",-0.103748127511
"scale = 2","reward
 resource",-0.048147546
"scale = 2","reward labor
 and land",0.0017058645
"scale = 2","reward labor
 and resource",0.952730591475
"scale = 2","reward land
 and resource",-0.149235735252
"scale = 2","reward
 all three",-0.649699735327
"scale = 2","selfishness",0.0088183243
"scale = 2","generosity",0.0062688739
"scale = 2","tradition
 compliance",-0.14962660756
"scale = 2","reward
 labor",-0.714095820751
"scale = 2","reward
 land",0.541448154045
"scale = 2","reward
 resource",0.01814176508
"scale = 2","reward labor
 and land",-0.02465943988
"scale = 2","reward labor
 and resource",-0.102410574819
"scale = 2","reward land
 and resource",0.37030654649
"scale = 2","reward
 all three",0.045808769777
"scale = 2","selfishness",0.0074173139
"scale = 2","generosity",-0.0252920844
"scale = 2","tradition
 compliance",-0.71118784061
"scale = 2","reward
 labor",-0.085056407
"scale = 2","reward
 land",0.5793412011
"scale = 2","reward
 resource",0.004725065
"scale = 2","reward labor
 and land",-0.03620239
"scale = 2","reward labor
 and resource",-0.089599662345
"scale = 2","reward land
 and resource",0.3553602689
"scale = 2","reward
 all three",0.000494538399999999
"scale = 2","selfishness",-0.1206722145
"scale = 2","generosity",0.132484197
"scale = 2","tradition
 compliance",0.3846903464
"scale = 2","reward
 labor",0.0038283012
"scale = 2","reward
 land",-0.32350755799
"scale = 2","reward
 resource",-0.1879663418
"scale = 2","reward labor
 and land",-0.08873173578
"scale = 2","reward labor
 and resource",0.3371553036
"scale = 2","reward land
 and resource",-0.1848825981
"scale = 2","reward
 all three",0.0476023117
"scale = 2","selfishness",-0.0267314581
"scale = 2","generosity",0.1342702213
"scale = 2","tradition
 compliance",-0.0163101801
"scale = 2","reward
 labor",-0.0036242242
"scale = 2","reward
 land",-0.39542603923
"scale = 2","reward
 resource",-0.43826474318
"scale = 2","reward labor
 and land",-0.08117214827
"scale = 2","reward labor
 and resource",0.8276709223
"scale = 2","reward land
 and resource",-0.0084961816
"scale = 2","reward
 all three",0.0080838265
"scale = 2","selfishness",0.18513642561
"scale = 2","generosity",0.13220530574
"scale = 2","tradition
 compliance",0.234664675
"scale = 2","reward
 labor",0.0141207113
"scale = 2","reward
 land",0.0265255338
"scale = 2","reward
 resource",-0.8586165409
"scale = 2","reward labor
 and land",0.016393922
"scale = 2","reward labor
 and resource",-0.002848705
"scale = 2","reward land
 and resource",-0.000600812000000006
"scale = 2","reward
 all three",0.25301949209
"scale = 2","selfishness",-0.8311068544
"scale = 2","generosity",0.0344395
"scale = 2","tradition
 compliance",0.086771958
"scale = 2","reward
 labor",0.0646105356
"scale = 2","reward
 land",-0.0260547747
"scale = 2","reward
 resource",0.49464658426
"scale = 2","reward labor
 and land",0.011801317
"scale = 2","reward labor
 and resource",0.15747270037
"scale = 2","reward land
 and resource",0.0764466416
"scale = 2","reward
 all three",-0.069027606
"scale = 2","selfishness",0.38276870889
"scale = 2","generosity",0.007258607
"scale = 2","tradition
 compliance",0.4403159834
"scale = 2","reward
 labor",-0.00719400638
"scale = 2","reward
 land",-0.0524097446
"scale = 2","reward
 resource",0.067836915
"scale = 2","reward labor
 and land",0.0006545248
"scale = 2","reward labor
 and resource",-0.9178261393
"scale = 2","reward land
 and resource",0.07017934748
"scale = 2","reward
 all three",0.0084158015
"scale = 2","selfishness",-0.0765488751
"scale = 2","generosity",-0.0019419768
"scale = 2","tradition
 compliance",-0.862734954041
"scale = 2","reward
 labor",-0.0064552067
"scale = 2","reward
 land",0.149779708514
"scale = 2","reward
 resource",0.0139713804
"scale = 2","reward labor
 and land",0.0194427054
"scale = 2","reward labor
 and resource",-0.04032694716
"scale = 2","reward land
 and resource",0.04752873597
"scale = 2","reward
 all three",0.757285435271
"scale = 2","selfishness",0.15042460898
"scale = 2","generosity",0.001208236
"scale = 2","tradition
 compliance",0.648535726062
"scale = 2","reward
 labor",0.10308441962
"scale = 2","reward
 land",-0.1868980345
"scale = 2","reward
 resource",0.0048991084
"scale = 2","reward labor
 and land",-0.02496484261
"scale = 2","reward labor
 and resource",0.07404334607
"scale = 2","reward land
 and resource",-0.019717393
"scale = 2","reward
 all three",-0.750615177321
"scale = 2","selfishness",0.310206790769
"scale = 2","generosity",0.0206729337
"scale = 2","tradition
 compliance",0.0557945274
"scale = 2","reward
 labor",0.208235856
"scale = 2","reward
 land",-0.84058480539
"scale = 2","reward
 resource",0.0118847343
"scale = 2","reward labor
 and land",-0.02564780244
"scale = 2","reward labor
 and resource",0.369235199769
"scale = 2","reward land
 and resource",-0.09917312625
"scale = 2","reward
 all three",-0.0106243104
"scale = 2","selfishness",0.060485167
"scale = 2","generosity",0.010330015
"scale = 2","tradition
 compliance",0.087512726
"scale = 2","reward
 labor",-0.2243081948
"scale = 2","reward
 land",-0.1365515757
"scale = 2","reward
 resource",-0.110619233
"scale = 2","reward labor
 and land",-0.2926222597
"scale = 2","reward labor
 and resource",0.3382473483
"scale = 2","reward land
 and resource",0.2488520206
"scale = 2","reward
 all three",0.0186739986
"scale = 2","selfishness",-0.04823093001
"scale = 2","generosity",0.1004096328
"scale = 2","tradition
 compliance",-0.61598670991
"scale = 2","reward
 labor",-0.0015412944
"scale = 2","reward
 land",-0.0899288116
"scale = 2","reward
 resource",-0.090326442
"scale = 2","reward labor
 and land",0.14027888
"scale = 2","reward labor
 and resource",-0.0426549476
"scale = 2","reward land
 and resource",0.7005276519
"scale = 2","reward
 all three",-0.05254703094
"scale = 2","selfishness",-0.017819942
"scale = 2","generosity",-0.0229110005
"scale = 2","tradition
 compliance",0.1038621135
"scale = 2","reward
 labor",0.014655629
"scale = 2","reward
 land",0.7771209595
"scale = 2","reward
 resource",0.0059671919
"scale = 2","reward labor
 and land",-0.2616909004
"scale = 2","reward labor
 and resource",-0.030467048
"scale = 2","reward land
 and resource",0.0268447186
